"Date","EventId","Provider","Hint","Summary","Message"
"10/2/2025 11:10:15 AM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:10:15 AM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 11:10:15 AM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1400000000
"
"10/2/2025 11:10:15 AM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 11:10:16 AM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:10:16 AM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 11:11:04 AM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 11:11:05 AM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 11:16:19 AM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:16:19 AM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 11:16:19 AM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1500000000
"
"10/2/2025 11:16:19 AM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 11:16:19 AM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:16:19 AM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 11:17:23 AM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 11:17:23 AM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 11:58:36 AM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:58:36 AM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 11:58:36 AM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1600000000
"
"10/2/2025 11:58:36 AM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 11:58:36 AM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 11:58:36 AM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 11:59:40 AM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 11:59:40 AM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 12:00:01 PM","6013","EventLog","","The system uptime is 271688 seconds.","The system uptime is 271688 seconds."
"10/2/2025 12:29:26 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 106 to 107.","The system session has transitioned from 106 to 107.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 12:29:26 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"10/2/2025 12:29:30 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 107 to 108.","The system session has transitioned from 107 to 108.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 12:29:30 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"10/2/2025 12:29:30 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎10‎-‎02T16:29:30.665937500Z from ‎2025‎-‎10‎-‎02T16:29:30.665037500Z.","The system time has changed to ‎2025‎-‎10‎-‎02T16:29:30.665937500Z from ‎2025‎-‎10‎-‎02T16:29:30.665037500Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1996).

RTC time: ‎2025‎-‎10‎-‎02T12:29:30.665937500Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"10/2/2025 1:03:36 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"10/2/2025 1:03:36 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 108 to 109.","The system session has transitioned from 108 to 109.

Reason 16777224 

BootId: 23"
"10/2/2025 1:03:36 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"10/2/2025 1:37:44 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 109 to 110.","The system session has transitioned from 109 to 110.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 1:37:44 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"10/2/2025 1:37:44 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎10‎-‎02T17:37:44.900113800Z from ‎2025‎-‎10‎-‎02T17:37:44.900516600Z.","The system time has changed to ‎2025‎-‎10‎-‎02T17:37:44.900113800Z from ‎2025‎-‎10‎-‎02T17:37:44.900516600Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1996).

RTC time: ‎2025‎-‎10‎-‎02T13:37:44.900113800Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"10/2/2025 2:03:27 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Mouse."
"10/2/2025 2:03:27 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 110 to 111.","The system session has transitioned from 110 to 111.

Reason InputHid 

BootId: 23"
"10/2/2025 2:03:57 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 111 to 112.","The system session has transitioned from 111 to 112.

Reason SessionUnlock 

BootId: 23"
"10/2/2025 2:03:57 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"10/2/2025 2:07:48 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Mouse."
"10/2/2025 2:07:48 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 112 to 114.","The system session has transitioned from 112 to 114.

Reason InputHid 

BootId: 23"
"10/2/2025 2:29:05 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 2:29:05 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 2:29:06 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1700000000
"
"10/2/2025 2:29:06 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 2:29:06 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 2:29:06 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 2:30:11 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 2:30:11 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 2:30:14 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 2:30:14 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 2:30:14 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1800000000
"
"10/2/2025 2:30:14 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 2:30:14 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 2:30:14 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
"10/2/2025 2:31:48 PM","11004","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security stopped.","Wireless security stopped.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Security Hint: The operation was successful.
"
"10/2/2025 2:31:48 PM","8003","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully disconnected from a wireless network.","WLAN AutoConfig service has successfully disconnected from a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Reason: The network is disconnected due WFD Client Disconnect request.
"
"10/2/2025 3:19:05 PM","8000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service started a connection to a wireless network.","WLAN AutoConfig service started a connection to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 3:19:05 PM","11000","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association started.","Wireless network association started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
802.1X Enabled: No
"
"10/2/2025 3:19:05 PM","11001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless network association succeeded.","Wireless network association succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Management Frame Protection Enabled: 0x1900000000
"
"10/2/2025 3:19:05 PM","11010","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security started.","Wireless security started.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
Authentication: WPA2-Personal
Encryption: AES-GCMP-128
FIPS Mode: Disabled
802.1x Enabled: No
"
"10/2/2025 3:19:05 PM","11005","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","Wireless security succeeded.","Wireless security succeeded.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Local MAC Address: 2A:B2:B9:5F:3C:8B
Network SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
"
"10/2/2025 3:19:05 PM","8001","Microsoft-Windows-WLAN-AutoConfig","Wi-Fi SSID change","WLAN AutoConfig service has successfully connected to a wireless network.","WLAN AutoConfig service has successfully connected to a wireless network.

Network Adapter: Microsoft Wi-Fi Direct Virtual Adapter #2
Interface GUID: {936cf83e-c0c1-40bf-a442-011cc2d8f2f8}
Connection Mode: Connection with a temporary profile
Profile Name: WFD Client Profile
SSID: DIRECT-90-HP OfficeJet Pro 8130e
BSS Type: Infrastructure
PHY Type: 802.11ac
Authentication: WPA2-Personal
Encryption: AES-CCMP
802.1x Enabled: No
Hidden: true
"
