"Date","EventId","Provider","Hint","Summary","Message"
"9/25/2025 9:28:30 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 9:28:30 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 579 to 580.","The system session has transitioned from 579 to 580.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:39:24 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 11 keys and creating 2 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 11 keys and creating 2 modified pages."
"9/25/2025 9:40:40 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages."
"9/25/2025 9:40:40 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages."
"9/25/2025 9:40:40 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\ProgramData\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\S-1-5-21-1234757352-3320457402-2554121513-500\SystemAppData\Helium\Cache\e59fd33af7a9be35_COM15.dat was cleared updating 1 keys and creating 1 modified pages.","The access history in hive \??\C:\ProgramData\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\S-1-5-21-1234757352-3320457402-2554121513-500\SystemAppData\Helium\Cache\e59fd33af7a9be35_COM15.dat was cleared updating 1 keys and creating 1 modified pages."
"9/25/2025 9:40:43 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 9:40:45 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 9:40:46 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 9:41:13 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 9:41:44 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages."
"9/25/2025 9:41:45 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 43 keys and creating 7 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 43 keys and creating 7 modified pages."
"9/25/2025 9:45:28 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 9:52:42 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 580 to 581.","The system session has transitioned from 580 to 581.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:52:42 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 9:52:45 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 581 to 582.","The system session has transitioned from 581 to 582.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:52:45 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 9:52:45 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T13:52:45.914859300Z from ‎2025‎-‎09‎-‎25T13:52:45.918787000Z.","The system time has changed to ‎2025‎-‎09‎-‎25T13:52:45.914859300Z from ‎2025‎-‎09‎-‎25T13:52:45.918787000Z.
Time Delta: -3 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T09:52:45.914859300Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 9:52:53 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 9:57:23 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 9:57:23 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 9:57:23 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 582 to 583.","The system session has transitioned from 582 to 583.

Reason 55 

BootId: 22"
"9/25/2025 9:57:23 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/25/2025 9:57:30 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 583 to 584.","The system session has transitioned from 583 to 584.

Reason 55 

BootId: 22"
"9/25/2025 9:57:37 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Policy Setting","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"9/25/2025 10:10:29 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 10:10:29 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 10:10:29 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 584 to 585.","The system session has transitioned from 584 to 585.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:10:43 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 585 to 586.","The system session has transitioned from 585 to 586.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:10:43 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 10:10:47 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 586 to 587.","The system session has transitioned from 586 to 587.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:10:52 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"9/25/2025 10:11:36 AM","172","Microsoft-Windows-Kernel-Power","","Connectivity state in standby: Connected, Reason: None","Connectivity state in standby: Connected, Reason: None"
"9/25/2025 10:11:36 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 10:11:36 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 587 to 588.","The system session has transitioned from 587 to 588.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:12:41 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 588 to 589.","The system session has transitioned from 588 to 589.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 10:12:41 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 10:13:10 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 10:13:11 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: AC/DC Display Burst."
"9/25/2025 10:13:11 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 589 to 591.","The system session has transitioned from 589 to 591.

Reason AcDcBurst 

BootId: 22"
"9/25/2025 10:16:24 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 10:19:21 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 591 to 592.","The system session has transitioned from 591 to 592.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:19:21 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 10:19:24 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 592 to 593.","The system session has transitioned from 592 to 593.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:19:24 AM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 10:19:24 AM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T14:19:24.949572300Z from ‎2025‎-‎09‎-‎25T14:19:24.949189500Z.","The system time has changed to ‎2025‎-‎09‎-‎25T14:19:24.949572300Z from ‎2025‎-‎09‎-‎25T14:19:24.949189500Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T10:19:24.949572300Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 10:19:41 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Lid."
"9/25/2025 10:19:41 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 593 to 594.","The system session has transitioned from 593 to 594.

Reason PolicyChange 

BootId: 22"
"9/25/2025 10:20:15 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 594 to 595.","The system session has transitioned from 594 to 595.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 10:20:15 AM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 10:20:26 AM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Keyboard."
"9/25/2025 10:20:26 AM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 595 to 597.","The system session has transitioned from 595 to 597.

Reason InputAccelerometer 

BootId: 22"
"9/25/2025 10:20:31 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Copilot_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.Copilot_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 10:21:20 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\Administrator\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 10:28:08 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages."
"9/25/2025 10:48:14 AM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 11:04:09 AM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.AV1VideoExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.AV1VideoExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 12:00:01 PM","6013","EventLog","","The system uptime is 876930 seconds.","The system uptime is 876930 seconds."
"9/25/2025 2:31:34 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 597 to 598.","The system session has transitioned from 597 to 598.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 2:31:34 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 2:31:37 PM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.","The access history in hive \??\C:\Users\angela\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages."
"9/25/2025 2:31:43 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 598 to 599.","The system session has transitioned from 598 to 599.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 2:31:43 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 2:31:43 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T18:31:43.203154700Z from ‎2025‎-‎09‎-‎25T18:31:43.203254800Z.","The system time has changed to ‎2025‎-‎09‎-‎25T18:31:43.203154700Z from ‎2025‎-‎09‎-‎25T18:31:43.203254800Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T14:31:43.203154700Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 2:57:50 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"9/25/2025 2:57:50 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 599 to 600.","The system session has transitioned from 599 to 600.

Reason 16777224 

BootId: 22"
"9/25/2025 2:57:50 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"9/25/2025 2:57:50 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 2:57:50 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T18:57:50.216367200Z from ‎2025‎-‎09‎-‎25T18:57:50.214494800Z.","The system time has changed to ‎2025‎-‎09‎-‎25T18:57:50.216367200Z from ‎2025‎-‎09‎-‎25T18:57:50.214494800Z.
Time Delta: 1 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T14:57:50.216367200Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 2:57:52 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Touchpad."
"9/25/2025 2:57:52 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 600 to 602.","The system session has transitioned from 600 to 602.

Reason InputPoUserPresent 

BootId: 22"
"9/25/2025 5:50:36 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 602 to 603.","The system session has transitioned from 602 to 603.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 5:50:36 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 5:50:43 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 603 to 604.","The system session has transitioned from 603 to 604.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 5:50:43 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 5:50:43 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎25T21:50:43.664486600Z from ‎2025‎-‎09‎-‎25T21:50:43.660945300Z.","The system time has changed to ‎2025‎-‎09‎-‎25T21:50:43.664486600Z from ‎2025‎-‎09‎-‎25T21:50:43.660945300Z.
Time Delta: 3 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T17:50:43.664486600Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 5:55:18 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"9/25/2025 5:55:18 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 604 to 605.","The system session has transitioned from 604 to 605.

Reason 16777224 

BootId: 22"
"9/25/2025 5:55:18 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"9/25/2025 6:25:43 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Mouse."
"9/25/2025 6:25:43 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 605 to 607.","The system session has transitioned from 605 to 607.

Reason InputHid 

BootId: 22"
"9/25/2025 6:34:24 PM","20003","Microsoft-Windows-UserPnp","","Driver Management has concluded the process to add Service HidUsb for Device Instance ID USB\VID_046D&PID_C548&MI_00\9&2F22F2BB&0&0000 with the following status: 0.","Driver Management has concluded the process to add Service HidUsb for Device Instance ID USB\VID_046D&PID_C548&MI_00\9&2F22F2BB&0&0000 with the following status: 0."
"9/25/2025 6:38:30 PM","16","Microsoft-Windows-Kernel-General","","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OutlookForWindows_1.2025.916.400_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OutlookForWindows_1.2025.916.400_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages."
"9/25/2025 9:36:43 PM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 9:38:16 PM","105","Microsoft-Windows-Kernel-Power","Power source change","Power source change.","Power source change."
"9/25/2025 9:38:33 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 607 to 608.","The system session has transitioned from 607 to 608.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:38:33 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/25/2025 9:38:37 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 608 to 609.","The system session has transitioned from 608 to 609.

Reason PolicyChange 

BootId: 22"
"9/25/2025 9:38:37 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 9:38:37 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎26T01:38:37.509046800Z from ‎2025‎-‎09‎-‎26T01:38:37.508880100Z.","The system time has changed to ‎2025‎-‎09‎-‎26T01:38:37.509046800Z from ‎2025‎-‎09‎-‎26T01:38:37.508880100Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T21:38:37.509046800Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 9:39:55 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 9:39:55 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Input Mouse."
"9/25/2025 9:39:55 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 609 to 610.","The system session has transitioned from 609 to 610.

Reason InputHid 

BootId: 22"
"9/25/2025 9:39:55 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎26T01:39:55.551515300Z from ‎2025‎-‎09‎-‎26T01:39:55.551394400Z.","The system time has changed to ‎2025‎-‎09‎-‎26T01:39:55.551515300Z from ‎2025‎-‎09‎-‎26T01:39:55.551394400Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T21:39:55.551515300Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 9:40:33 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 610 to 611.","The system session has transitioned from 610 to 611.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 9:40:33 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Idle Timeout."
"9/25/2025 10:10:15 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 611 to 612.","The system session has transitioned from 611 to 612.

Reason SessionUnlock 

BootId: 22"
"9/25/2025 10:10:15 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
"9/25/2025 10:10:15 PM","1","Microsoft-Windows-Kernel-General","","The system time has changed to ‎2025‎-‎09‎-‎26T02:10:15.925883000Z from ‎2025‎-‎09‎-‎26T02:10:15.924905600Z.","The system time has changed to ‎2025‎-‎09‎-‎26T02:10:15.925883000Z from ‎2025‎-‎09‎-‎26T02:10:15.924905600Z.
Time Delta: 0 ms

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 1992).

RTC time: ‎2025‎-‎09‎-‎25T22:10:15.925883000Z
Current time zone bias: 240
RTC time is in UTC: false
System time was based on RTC time: false"
"9/25/2025 11:38:51 PM","507","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"9/25/2025 11:38:51 PM","566","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system session has transitioned from 612 to 613.","The system session has transitioned from 612 to 613.

Reason 16777224 

BootId: 22"
"9/25/2025 11:38:51 PM","506","Microsoft-Windows-Kernel-Power","Modern Standby transition (lid closed likely)","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"9/25/2025 11:38:51 PM","24","Microsoft-Windows-Kernel-General","","The time zone information was refreshed with exit reason 0. Current time zone bias is 240.","The time zone information was refreshed with exit reason 0. Current time zone bias is 240."
